    4.00    1.00    1.00
  6429.0    0.01      2000
      2 0.50000E+04 0.40000E+04
      3 0.88730E+00 0.50000E+00 0.11270E+00
 0.6429000E+04 0.1099723E-04 0.8089387E-05 0.4525836E-05 0.1095163E-04 0.8053743E-05 0.4511534E-05
 0.6429010E+04 0.1099724E-04 0.8089401E-05 0.4525849E-05 0.1093667E-04 0.8042164E-05 0.4507074E-05
 0.6429020E+04 0.1099726E-04 0.8089415E-05 0.4525863E-05 0.1090284E-04 0.8015238E-05 0.4495671E-05
 0.6429030E+04 0.1099727E-04 0.8089429E-05 0.4525876E-05 0.1084349E-04 0.7967093E-05 0.4473946E-05
 0.6429040E+04 0.1099728E-04 0.8089443E-05 0.4525889E-05 0.1074996E-04 0.7890283E-05 0.4437773E-05
 0.6429050E+04 0.1099730E-04 0.8089457E-05 0.4525903E-05 0.1064448E-04 0.7803334E-05 0.4396045E-05
 0.6429060E+04 0.1099731E-04 0.8089472E-05 0.4525917E-05 0.1055101E-04 0.7726256E-05 0.4358795E-05
 0.6429070E+04 0.1099732E-04 0.8089485E-05 0.4525929E-05 0.1051337E-04 0.7695215E-05 0.4343753E-05
 0.6429080E+04 0.1099734E-04 0.8089500E-05 0.4525944E-05 0.1054600E-04 0.7722073E-05 0.4356751E-05
 0.6429090E+04 0.1099735E-04 0.8089513E-05 0.4525957E-05 0.1063173E-04 0.7792748E-05 0.4390937E-05
 0.6429100E+04 0.1099736E-04 0.8089528E-05 0.4525970E-05 0.1074243E-04 0.7883997E-05 0.4434787E-05
 0.6429110E+04 0.1099738E-04 0.8089542E-05 0.4525984E-05 0.1083408E-04 0.7959323E-05 0.4470409E-05
 0.6429120E+04 0.1099739E-04 0.8089556E-05 0.4525997E-05 0.1089918E-04 0.8012191E-05 0.4494381E-05
 0.6429130E+04 0.1099740E-04 0.8089570E-05 0.4526010E-05 0.1093330E-04 0.8039368E-05 0.4505965E-05
 0.6429140E+04 0.1099742E-04 0.8089584E-05 0.4526024E-05 0.1095016E-04 0.8052429E-05 0.4511043E-05
 0.6429150E+04 0.1099743E-04 0.8089598E-05 0.4526037E-05 0.1095693E-04 0.8057475E-05 0.4512768E-05
 0.6429160E+04 0.1099744E-04 0.8089613E-05 0.4526051E-05 0.1095990E-04 0.8059588E-05 0.4513380E-05
 0.6429170E+04 0.1099745E-04 0.8089626E-05 0.4526064E-05 0.1096114E-04 0.8060437E-05 0.4513588E-05
 0.6429180E+04 0.1099747E-04 0.8089641E-05 0.4526078E-05 0.1096182E-04 0.8060885E-05 0.4513684E-05
 0.6429190E+04 0.1099748E-04 0.8089654E-05 0.4526091E-05 0.1096218E-04 0.8061121E-05 0.4513728E-05
 0.6429200E+04 0.1099749E-04 0.8089669E-05 0.4526105E-05 0.1096241E-04 0.8061257E-05 0.4513749E-05
 0.6429210E+04 0.1099751E-04 0.8089683E-05 0.4526118E-05 0.1096242E-04 0.8061286E-05 0.4513752E-05
 0.6429220E+04 0.1099752E-04 0.8089697E-05 0.4526132E-05 0.1096247E-04 0.8061303E-05 0.4513745E-05
 0.6429230E+04 0.1099753E-04 0.8089711E-05 0.4526145E-05 0.1096247E-04 0.8061287E-05 0.4513731E-05
 0.6429240E+04 0.1099755E-04 0.8089725E-05 0.4526159E-05 0.1096243E-04 0.8061245E-05 0.4513710E-05
 0.6429250E+04 0.1099756E-04 0.8089739E-05 0.4526172E-05 0.1096237E-04 0.8061185E-05 0.4513685E-05
 0.6429260E+04 0.1099757E-04 0.8089754E-05 0.4526185E-05 0.1096228E-04 0.8061109E-05 0.4513655E-05
 0.6429270E+04 0.1099759E-04 0.8089767E-05 0.4526199E-05 0.1096217E-04 0.8061015E-05 0.4513620E-05
 0.6429280E+04 0.1099760E-04 0.8089782E-05 0.4526212E-05 0.1096214E-04 0.8060945E-05 0.4513586E-05
 0.6429290E+04 0.1099761E-04 0.8089796E-05 0.4526225E-05 0.1096200E-04 0.8060827E-05 0.4513544E-05
 0.6429300E+04 0.1099763E-04 0.8089810E-05 0.4526239E-05 0.1096185E-04 0.8060704E-05 0.4513503E-05
 0.6429310E+04 0.1099764E-04 0.8089824E-05 0.4526253E-05 0.1096167E-04 0.8060566E-05 0.4513456E-05
 0.6429320E+04 0.1099765E-04 0.8089838E-05 0.4526266E-05 0.1096150E-04 0.8060427E-05 0.4513410E-05
 0.6429330E+04 0.1099767E-04 0.8089853E-05 0.4526280E-05 0.1096130E-04 0.8060273E-05 0.4513358E-05
 0.6429340E+04 0.1099768E-04 0.8089866E-05 0.4526293E-05 0.1096105E-04 0.8060107E-05 0.4513307E-05
 0.6429350E+04 0.1099769E-04 0.8089881E-05 0.4526306E-05 0.1096090E-04 0.8059951E-05 0.4513252E-05
 0.6429360E+04 0.1099771E-04 0.8089894E-05 0.4526320E-05 0.1096068E-04 0.8059785E-05 0.4513197E-05
 0.6429370E+04 0.1099772E-04 0.8089909E-05 0.4526333E-05 0.1096045E-04 0.8059603E-05 0.4513137E-05
 0.6429380E+04 0.1099773E-04 0.8089923E-05 0.4526346E-05 0.1096022E-04 0.8059423E-05 0.4513078E-05
 0.6429390E+04 0.1099775E-04 0.8089937E-05 0.4526360E-05 0.1095997E-04 0.8059227E-05 0.4513014E-05
 0.6429400E+04 0.1099776E-04 0.8089951E-05 0.4526373E-05 0.1095972E-04 0.8059034E-05 0.4512951E-05
 0.6429410E+04 0.1099777E-04 0.8089965E-05 0.4526387E-05 0.1095942E-04 0.8058800E-05 0.4512876E-05
 0.6429420E+04 0.1099779E-04 0.8089979E-05 0.4526400E-05 0.1095911E-04 0.8058564E-05 0.4512802E-05
 0.6429430E+04 0.1099780E-04 0.8089994E-05 0.4526414E-05 0.1095882E-04 0.8058337E-05 0.4512728E-05
 0.6429440E+04 0.1099781E-04 0.8090007E-05 0.4526427E-05 0.1095853E-04 0.8058114E-05 0.4512655E-05
 0.6429450E+04 0.1099783E-04 0.8090022E-05 0.4526441E-05 0.1095821E-04 0.8057871E-05 0.4512577E-05
 0.6429460E+04 0.1099784E-04 0.8090035E-05 0.4526454E-05 0.1095790E-04 0.8057632E-05 0.4512499E-05
 0.6429470E+04 0.1099785E-04 0.8090050E-05 0.4526468E-05 0.1095757E-04 0.8057373E-05 0.4512414E-05
 0.6429480E+04 0.1099787E-04 0.8090064E-05 0.4526481E-05 0.1095723E-04 0.8057116E-05 0.4512331E-05
 0.6429490E+04 0.1099788E-04 0.8090078E-05 0.4526495E-05 0.1095687E-04 0.8056836E-05 0.4512241E-05
 0.6429500E+04 0.1099789E-04 0.8090092E-05 0.4526508E-05 0.1095650E-04 0.8056559E-05 0.4512151E-05
 0.6429510E+04 0.1099791E-04 0.8090105E-05 0.4526521E-05 0.1095601E-04 0.8056189E-05 0.4512037E-05
 0.6429520E+04 0.1099792E-04 0.8090120E-05 0.4526535E-05 0.1095556E-04 0.8055847E-05 0.4511929E-05
 0.6429530E+04 0.1099793E-04 0.8090134E-05 0.4526548E-05 0.1095508E-04 0.8055491E-05 0.4511817E-05
 0.6429540E+04 0.1099795E-04 0.8090148E-05 0.4526562E-05 0.1095450E-04 0.8055058E-05 0.4511681E-05
 0.6429550E+04 0.1099796E-04 0.8090162E-05 0.4526575E-05 0.1095380E-04 0.8054532E-05 0.4511510E-05
 0.6429560E+04 0.1099797E-04 0.8090176E-05 0.4526588E-05 0.1095266E-04 0.8053682E-05 0.4511208E-05
 0.6429570E+04 0.1099799E-04 0.8090190E-05 0.4526602E-05 0.1095062E-04 0.8052120E-05 0.4510573E-05
 0.6429580E+04 0.1099800E-04 0.8090205E-05 0.4526616E-05 0.1094585E-04 0.8048410E-05 0.4508864E-05
 0.6429590E+04 0.1099801E-04 0.8090218E-05 0.4526628E-05 0.1093604E-04 0.8040608E-05 0.4504940E-05
 0.6429600E+04 0.1099803E-04 0.8090233E-05 0.4526642E-05 0.1091723E-04 0.8025417E-05 0.4496849E-05
 0.6429610E+04 0.1099804E-04 0.8090247E-05 0.4526656E-05 0.1089278E-04 0.8005468E-05 0.4485843E-05
 0.6429620E+04 0.1099805E-04 0.8090261E-05 0.4526669E-05 0.1087027E-04 0.7987019E-05 0.4475497E-05
 0.6429630E+04 0.1099807E-04 0.8090276E-05 0.4526683E-05 0.1086427E-04 0.7982140E-05 0.4472823E-05
 0.6429640E+04 0.1099808E-04 0.8090289E-05 0.4526696E-05 0.1087813E-04 0.7993648E-05 0.4479521E-05
 0.6429650E+04 0.1099809E-04 0.8090304E-05 0.4526709E-05 0.1090179E-04 0.8013111E-05 0.4490593E-05
 0.6429660E+04 0.1099811E-04 0.8090318E-05 0.4526723E-05 0.1092407E-04 0.8031282E-05 0.4500696E-05
 0.6429670E+04 0.1099812E-04 0.8090332E-05 0.4526736E-05 0.1093694E-04 0.8041630E-05 0.4506239E-05
 0.6429680E+04 0.1099813E-04 0.8090347E-05 0.4526750E-05 0.1094279E-04 0.8046240E-05 0.4508610E-05
 0.6429690E+04 0.1099814E-04 0.8090360E-05 0.4526763E-05 0.1094435E-04 0.8047441E-05 0.4509228E-05
 0.6429700E+04 0.1099816E-04 0.8090375E-05 0.4526777E-05 0.1094431E-04 0.8047407E-05 0.4509274E-05
 0.6429710E+04 0.1099817E-04 0.8090388E-05 0.4526790E-05 0.1094365E-04 0.8046908E-05 0.4509132E-05
 0.6429720E+04 0.1099818E-04 0.8090403E-05 0.4526804E-05 0.1094264E-04 0.8046167E-05 0.4508916E-05
 0.6429730E+04 0.1099820E-04 0.8090417E-05 0.4526817E-05 0.1094144E-04 0.8045299E-05 0.4508670E-05
